Order ID,Product,Quantity Ordered,Price Each,Purchase Address
150841,AA Batteries (4-pack),1,3.84,"738 Meadow St, San Francisco, CA 94016"
150842,Lightning Charging Cable,1,14.95,"130 Spruce St, Los Angeles, CA 90001"
150843,Lightning Charging Cable,1,14.95,"409 4th St, Dallas, TX 75001"
150844,Macbook Pro Laptop,1,1700,"680 Church St, San Francisco, CA 94016"
150845,USB-C Charging Cable,1,11.95,"663 Lake St, Portland, OR 97035"
150846,AAA Batteries (4-pack),3,2.99,"223 South St, Dallas, TX 75001"
150847,Google Phone,1,600,"138 Chestnut St, New York City, NY 10001"
150848,27in 4K Gaming Monitor,1,389.99,"358 Willow St, Seattle, WA 98101"
150849,AAA Batteries (4-pack),1,2.99,"14 Meadow St, Austin, TX 73301"
150850,AAA Batteries (4-pack),1,2.99,"331 West St, Seattle, WA 98101"
150851,AA Batteries (4-pack),1,3.84,"490 South St, Portland, OR 97035"
150852,AAA Batteries (4-pack),1,2.99,"361 Park St, Portland, OR 97035"
150853,AAA Batteries (4-pack),1,2.99,"953 Jefferson St, New York City, NY 10001"
150853,27in 4K Gaming Monitor,1,389.99,"953 Jefferson St, New York City, NY 10001"
150854,27in 4K Gaming Monitor,1,389.99,"937 Cedar St, New York City, NY 10001"
150855,34in Ultrawide Monitor,1,379.99,"418 North St, Dallas, TX 75001"
150856,Flatscreen TV,1,300,"571 Meadow St, San Francisco, CA 94016"
150857,USB-C Charging Cable,1,11.95,"540 6th St, San Francisco, CA 94016"
150858,USB-C Charging Cable,1,11.95,"376 Sunset St, Austin, TX 73301"
150859,Lightning Charging Cable,1,14.95,"817 Lake St, Los Angeles, CA 90001"
150860,AAA Batteries (4-pack),3,2.99,"90 Sunset St, New York City, NY 10001"
150861,34in Ultrawide Monitor,1,379.99,"794 Washington St, Los Angeles, CA 90001"
150862,20in Monitor,1,109.99,"196 5th St, San Francisco, CA 94016"
150863,USB-C Charging Cable,1,11.95,"570 West St, San Francisco, CA 94016"
150864,AA Batteries (4-pack),1,3.84,"17 Park St, San Francisco, CA 94016"
150865,Bose SoundSport Headphones,1,99.99,"107 Lakeview St, Los Angeles, CA 90001"
150866,27in FHD Monitor,1,149.99,"248 Adams St, San Francisco, CA 94016"
150867,USB-C Charging Cable,1,11.95,"907 West St, Los Angeles, CA 90001"
150868,Lightning Charging Cable,1,14.95,"447 Park St, Atlanta, GA 30301"
150869,AA Batteries (4-pack),1,3.84,"35 6th St, San Francisco, CA 94016"
150870,Wired Headphones,1,11.99,"805 1st St, Dallas, TX 75001"
150871,AAA Batteries (4-pack),5,2.99,"659 Highland St, San Francisco, CA 94016"
150872,Lightning Charging Cable,1,14.95,"436 6th St, Seattle, WA 98101"
150873,Lightning Charging Cable,1,14.95,"65 10th St, Atlanta, GA 30301"
150874,Lightning Charging Cable,2,14.95,"851 Forest St, Portland, OR 97035"
150875,Lightning Charging Cable,1,14.95,"383 Wilson St, San Francisco, CA 94016"
150876,LG Dryer,1,600,"367 Meadow St, San Francisco, CA 94016"
150877,USB-C Charging Cable,1,11.95,"665 Ridge St, Austin, TX 73301"
150878,Apple Airpods Headphones,1,150,"441 Washington St, Portland, OR 97035"
150879,USB-C Charging Cable,1,11.95,"899 14th St, San Francisco, CA 94016"
150880,34in Ultrawide Monitor,1,379.99,"548 Pine St, San Francisco, CA 94016"
150881,Wired Headphones,1,11.99,"34 2nd St, Los Angeles, CA 90001"
150882,Wired Headphones,1,11.99,"402 10th St, Boston, MA 02215"
150883,Wired Headphones,1,11.99,"457 Willow St, San Francisco, CA 94016"
150884,Wired Headphones,1,11.99,"632 Center St, San Francisco, CA 94016"
150885,ThinkPad Laptop,1,999.99,"88 Main St, San Francisco, CA 94016"
150886,Wired Headphones,1,11.99,"432 1st St, Boston, MA 02215"
150887,34in Ultrawide Monitor,1,379.99,"186 Elm St, Seattle, WA 98101"
150888,Wired Headphones,1,11.99,"92 Willow St, Boston, MA 02215"
150889,USB-C Charging Cable,1,11.95,"800 5th St, Atlanta, GA 30301"
150890,Apple Airpods Headphones,1,150,"449 9th St, Dallas, TX 75001"
150891,Lightning Charging Cable,1,14.95,"241 Dogwood St, San Francisco, CA 94016"
150892,Wired Headphones,1,11.99,"248 Johnson St, San Francisco, CA 94016"
150892,Apple Airpods Headphones,1,150,"248 Johnson St, San Francisco, CA 94016"
150893,ThinkPad Laptop,1,999.99,"774 5th St, Portland, OR 97035"
150894,Google Phone,1,600,"580 South St, San Francisco, CA 94016"
150895,LG Washing Machine,1,600,"405 11th St, Dallas, TX 75001"
150896,Lightning Charging Cable,1,14.95,"472 13th St, New York City, NY 10001"
150897,USB-C Charging Cable,1,11.95,"127 Chestnut St, Boston, MA 02215"
150898,AA Batteries (4-pack),1,3.84,"2 14th St, Seattle, WA 98101"
150899,USB-C Charging Cable,1,11.95,"23 Park St, Portland, ME 04101"
150900,AAA Batteries (4-pack),2,2.99,"767 4th St, San Francisco, CA 94016"
150901,AAA Batteries (4-pack),1,2.99,"79 Sunset St, Dallas, TX 75001"
150902,LG Washing Machine,1,600,"863 Hickory St, San Francisco, CA 94016"
150903,AA Batteries (4-pack),1,3.84,"480 River St, Seattle, WA 98101"
150904,34in Ultrawide Monitor,1,379.99,"593 13th St, Seattle, WA 98101"
150905,USB-C Charging Cable,1,11.95,"536 Forest St, Los Angeles, CA 90001"
150906,AAA Batteries (4-pack),1,2.99,"884 Ridge St, Los Angeles, CA 90001"
150907,Apple Airpods Headphones,1,150,"491 River St, Dallas, TX 75001"
150907,Wired Headphones,1,11.99,"491 River St, Dallas, TX 75001"
150908,Lightning Charging Cable,1,14.95,"280 11th St, Austin, TX 73301"
150909,27in FHD Monitor,1,149.99,"195 9th St, San Francisco, CA 94016"
150910,AAA Batteries (4-pack),1,2.99,"275 11th St, Los Angeles, CA 90001"
150911,Apple Airpods Headphones,1,150,"73 Chestnut St, Portland, OR 97035"
150912,AA Batteries (4-pack),1,3.84,"318 Highland St, Dallas, TX 75001"
150913,27in 4K Gaming Monitor,1,389.99,"566 Spruce St, New York City, NY 10001"
150914,AAA Batteries (4-pack),1,2.99,"344 Dogwood St, Boston, MA 02215"
150915,AAA Batteries (4-pack),1,2.99,"225 Washington St, Austin, TX 73301"
150916,34in Ultrawide Monitor,1,379.99,"844 5th St, Dallas, TX 75001"
150917,Lightning Charging Cable,1,14.95,"111 10th St, Austin, TX 73301"
150917,Lightning Charging Cable,1,14.95,"111 10th St, Austin, TX 73301"
150918,Lightning Charging Cable,1,14.95,"419 12th St, San Francisco, CA 94016"
150919,27in FHD Monitor,1,149.99,"9 Hickory St, Portland, OR 97035"
150920,Macbook Pro Laptop,1,1700,"511 12th St, Austin, TX 73301"
150921,Lightning Charging Cable,1,14.95,"701 12th St, San Francisco, CA 94016"
150922,Bose SoundSport Headphones,1,99.99,"562 Hill St, Boston, MA 02215"
150923,AAA Batteries (4-pack),2,2.99,"410 Lakeview St, Los Angeles, CA 90001"
150924,ThinkPad Laptop,1,999.99,"228 5th St, Austin, TX 73301"
150925,iPhone,1,700,"784 Elm St, Boston, MA 02215"
150925,Lightning Charging Cable,1,14.95,"784 Elm St, Boston, MA 02215"
150925,iPhone,1,700,"784 Elm St, Boston, MA 02215"
150926,Wired Headphones,2,11.99,"80 14th St, New York City, NY 10001"
150927,USB-C Charging Cable,2,11.95,"701 Spruce St, New York City, NY 10001"
150928,Apple Airpods Headphones,1,150,"837 6th St, San Francisco, CA 94016"
150929,AA Batteries (4-pack),1,3.84,"373 13th St, Los Angeles, CA 90001"
150930,20in Monitor,1,109.99,"916 2nd St, Los Angeles, CA 90001"
150931,Macbook Pro Laptop,1,1700,"825 Adams St, Portland, ME 04101"
150932,AA Batteries (4-pack),1,3.84,"925 North St, Los Angeles, CA 90001"
150933,Bose SoundSport Headphones,1,99.99,"588 Lincoln St, Seattle, WA 98101"
150934,Lightning Charging Cable,1,14.95,"841 6th St, New York City, NY 10001"
150935,Bose SoundSport Headphones,1,99.99,"402 1st St, San Francisco, CA 94016"
150936,Lightning Charging Cable,1,14.95,"507 River St, Dallas, TX 75001"
150937,LG Washing Machine,1,600,"245 Chestnut St, San Francisco, CA 94016"
150938,Bose SoundSport Headphones,1,99.99,"464 Elm St, New York City, NY 10001"
150939,ThinkPad Laptop,1,999.99,"89 Jackson St, New York City, NY 10001"
150940,Lightning Charging Cable,1,14.95,"623 6th St, Los Angeles, CA 90001"
150941,Bose SoundSport Headphones,2,99.99,"114 14th St, Los Angeles, CA 90001"
150942,Apple Airpods Headphones,1,150,"286 Lakeview St, Dallas, TX 75001"
150943,USB-C Charging Cable,1,11.95,"759 1st St, Austin, TX 73301"
150943,USB-C Charging Cable,1,11.95,"759 1st St, Austin, TX 73301"
150944,Bose SoundSport Headphones,1,99.99,"479 Lake St, Portland, OR 97035"
150945,iPhone,1,700,"877 Dogwood St, San Francisco, CA 94016"
150945,Wired Headphones,1,11.99,"877 Dogwood St, San Francisco, CA 94016"
150946,USB-C Charging Cable,1,11.95,"732 2nd St, Dallas, TX 75001"
150947,Lightning Charging Cable,1,14.95,"914 Church St, Seattle, WA 98101"
150948,USB-C Charging Cable,1,11.95,"872 Dogwood St, Dallas, TX 75001"
150949,Lightning Charging Cable,1,14.95,"303 Pine St, Dallas, TX 75001"
150950,LG Dryer,1,600,"52 Cedar St, New York City, NY 10001"
150951,iPhone,1,700,"40 8th St, New York City, NY 10001"
150951,Lightning Charging Cable,1,14.95,"40 8th St, New York City, NY 10001"
150951,Apple Airpods Headphones,1,150,"40 8th St, New York City, NY 10001"
150952,USB-C Charging Cable,1,11.95,"465 Cedar St, San Francisco, CA 94016"
150953,AA Batteries (4-pack),1,3.84,"412 Wilson St, Seattle, WA 98101"
150954,Wired Headphones,1,11.99,"522 Center St, Boston, MA 02215"
150955,Wired Headphones,1,11.99,"65 Wilson St, Los Angeles, CA 90001"
150956,Macbook Pro Laptop,1,1700,"915 Meadow St, Portland, OR 97035"
150957,Apple Airpods Headphones,1,150,"480 Walnut St, New York City, NY 10001"
150958,iPhone,1,700,"58 Hickory St, San Francisco, CA 94016"
150959,Apple Airpods Headphones,1,150,"364 Ridge St, Atlanta, GA 30301"
150960,AA Batteries (4-pack),2,3.84,"849 Elm St, Seattle, WA 98101"
150961,Vareebadd Phone,1,400,"251 West St, New York City, NY 10001"
150961,Wired Headphones,1,11.99,"251 West St, New York City, NY 10001"
150962,27in FHD Monitor,1,149.99,"232 4th St, Boston, MA 02215"
150963,Google Phone,1,600,"184 Meadow St, Boston, MA 02215"
150964,Wired Headphones,1,11.99,"735 Hickory St, New York City, NY 10001"
150965,Lightning Charging Cable,1,14.95,"650 Chestnut St, San Francisco, CA 94016"
150966,Bose SoundSport Headphones,1,99.99,"540 Forest St, San Francisco, CA 94016"
150967,AA Batteries (4-pack),3,3.84,"717 Willow St, New York City, NY 10001"
150968,AA Batteries (4-pack),2,3.84,"60 13th St, San Francisco, CA 94016"
150969,Wired Headphones,1,11.99,"591 10th St, Seattle, WA 98101"
150970,AAA Batteries (4-pack),3,2.99,"943 Lake St, Seattle, WA 98101"
150971,AAA Batteries (4-pack),2,2.99,"670 11th St, Dallas, TX 75001"
150972,Google Phone,1,600,"138 Wilson St, Los Angeles, CA 90001"
150972,USB-C Charging Cable,1,11.95,"138 Wilson St, Los Angeles, CA 90001"
150973,Google Phone,1,600,"401 5th St, San Francisco, CA 94016"
150974,Bose SoundSport Headphones,1,99.99,"179 14th St, Boston, MA 02215"
150975,Bose SoundSport Headphones,1,99.99,"530 11th St, Seattle, WA 98101"
150976,Lightning Charging Cable,1,14.95,"352 9th St, New York City, NY 10001"
150977,Bose SoundSport Headphones,1,99.99,"304 West St, Boston, MA 02215"
150978,AA Batteries (4-pack),1,3.84,"341 Cherry St, New York City, NY 10001"
150979,Lightning Charging Cable,1,14.95,"254 Forest St, San Francisco, CA 94016"
150980,20in Monitor,1,109.99,"704 West St, Seattle, WA 98101"
150981,Bose SoundSport Headphones,1,99.99,"188 Washington St, Los Angeles, CA 90001"
150982,Lightning Charging Cable,1,14.95,"301 West St, Atlanta, GA 30301"
150983,Flatscreen TV,1,300,"502 4th St, Boston, MA 02215"
150984,Wired Headphones,1,11.99,"922 Elm St, Austin, TX 73301"
150985,Flatscreen TV,1,300,"221 Hickory St, Los Angeles, CA 90001"
150986,AAA Batteries (4-pack),1,2.99,"188 7th St, Atlanta, GA 30301"
150987,AAA Batteries (4-pack),2,2.99,"179 1st St, Boston, MA 02215"
150988,AAA Batteries (4-pack),1,2.99,"363 Johnson St, San Francisco, CA 94016"
150989,AA Batteries (4-pack),2,3.84,"912 Church St, Portland, OR 97035"
150990,34in Ultrawide Monitor,1,379.99,"420 9th St, Dallas, TX 75001"
150991,Flatscreen TV,1,300,"780 Spruce St, San Francisco, CA 94016"
150992,Wired Headphones,1,11.99,"525 Cedar St, Dallas, TX 75001"
150993,AA Batteries (4-pack),1,3.84,"719 Lake St, Dallas, TX 75001"
150994,34in Ultrawide Monitor,1,379.99,"892 Ridge St, Austin, TX 73301"
150995,USB-C Charging Cable,1,11.95,"8 12th St, Seattle, WA 98101"
150996,AAA Batteries (4-pack),1,2.99,"179 Pine St, New York City, NY 10001"
150997,Apple Airpods Headphones,1,150,"584 7th St, Dallas, TX 75001"
150998,Lightning Charging Cable,1,14.95,"645 Church St, San Francisco, CA 94016"
150999,AA Batteries (4-pack),1,3.84,"358 Dogwood St, Boston, MA 02215"
151000,AA Batteries (4-pack),1,3.84,"12 Dogwood St, Austin, TX 73301"
151001,34in Ultrawide Monitor,1,379.99,"46 Elm St, New York City, NY 10001"
151002,AAA Batteries (4-pack),1,2.99,"194 North St, Boston, MA 02215"
151003,AA Batteries (4-pack),2,3.84,"500 13th St, Seattle, WA 98101"
151004,USB-C Charging Cable,1,11.95,"501 Adams St, Austin, TX 73301"
151005,USB-C Charging Cable,1,11.95,"280 Chestnut St, Boston, MA 02215"
151006,Lightning Charging Cable,1,14.95,"502 Elm St, San Francisco, CA 94016"
151007,USB-C Charging Cable,2,11.95,"119 Lakeview St, Boston, MA 02215"
151008,AA Batteries (4-pack),2,3.84,"206 8th St, New York City, NY 10001"
151009,USB-C Charging Cable,1,11.95,"961 14th St, San Francisco, CA 94016"
151010,Apple Airpods Headphones,1,150,"653 5th St, San Francisco, CA 94016"
151011,iPhone,1,700,"74 14th St, San Francisco, CA 94016"
151012,USB-C Charging Cable,1,11.95,"397 Church St, Portland, OR 97035"
151013,27in FHD Monitor,1,149.99,"468 West St, Dallas, TX 75001"
151014,ThinkPad Laptop,1,999.99,"693 4th St, Atlanta, GA 30301"
151015,Bose SoundSport Headphones,1,99.99,"813 Adams St, Los Angeles, CA 90001"
151016,Bose SoundSport Headphones,1,99.99,"756 Pine St, Dallas, TX 75001"
151017,USB-C Charging Cable,1,11.95,"888 8th St, Seattle, WA 98101"
151018,34in Ultrawide Monitor,1,379.99,"896 Chestnut St, Los Angeles, CA 90001"
151019,Lightning Charging Cable,1,14.95,"398 Church St, Boston, MA 02215"
151020,Wired Headphones,1,11.99,"437 Lincoln St, Boston, MA 02215"
151021,AAA Batteries (4-pack),3,2.99,"92 13th St, San Francisco, CA 94016"
151022,AAA Batteries (4-pack),1,2.99,"11 Wilson St, Los Angeles, CA 90001"
151023,Wired Headphones,1,11.99,"407 Spruce St, Dallas, TX 75001"
151024,Wired Headphones,1,11.99,"35 Pine St, Portland, OR 97035"
151024,Wired Headphones,1,11.99,"35 Pine St, Portland, OR 97035"
151025,AA Batteries (4-pack),2,3.84,"994 Church St, San Francisco, CA 94016"
151026,Flatscreen TV,1,300,"730 Cedar St, Portland, OR 97035"
151027,34in Ultrawide Monitor,1,379.99,"151 Hill St, San Francisco, CA 94016"
151028,AAA Batteries (4-pack),1,2.99,"216 Lakeview St, Boston, MA 02215"
151029,USB-C Charging Cable,2,11.95,"84 Highland St, Dallas, TX 75001"
151030,Bose SoundSport Headphones,1,99.99,"951 10th St, San Francisco, CA 94016"
151031,AAA Batteries (4-pack),1,2.99,"671 5th St, Los Angeles, CA 90001"
151032,34in Ultrawide Monitor,1,379.99,"799 Park St, Dallas, TX 75001"
151033,Wired Headphones,1,11.99,"193 Walnut St, Seattle, WA 98101"
151034,Lightning Charging Cable,1,14.95,"780 Hickory St, Portland, OR 97035"
151035,27in FHD Monitor,1,149.99,"826 Elm St, Boston, MA 02215"
151036,Wired Headphones,1,11.99,"138 Ridge St, New York City, NY 10001"
151037,Apple Airpods Headphones,1,150,"53 Lakeview St, New York City, NY 10001"
151038,Bose SoundSport Headphones,1,99.99,"403 North St, San Francisco, CA 94016"
151039,Wired Headphones,1,11.99,"921 6th St, Dallas, TX 75001"
151040,AAA Batteries (4-pack),1,2.99,"233 North St, Boston, MA 02215"
151041,Lightning Charging Cable,1,14.95,"588 14th St, Atlanta, GA 30301"
151042,Wired Headphones,1,11.99,"657 Washington St, Los Angeles, CA 90001"
151043,AAA Batteries (4-pack),1,2.99,"120 Highland St, San Francisco, CA 94016"
151044,Lightning Charging Cable,1,14.95,"183 Meadow St, Los Angeles, CA 90001"
151045,Macbook Pro Laptop,1,1700,"393 Maple St, Dallas, TX 75001"
151046,AA Batteries (4-pack),2,3.84,"567 4th St, New York City, NY 10001"
151047,iPhone,1,700,"593 Forest St, New York City, NY 10001"
151047,Lightning Charging Cable,1,14.95,"593 Forest St, New York City, NY 10001"
151048,Lightning Charging Cable,1,14.95,"467 Sunset St, Los Angeles, CA 90001"
151049,AAA Batteries (4-pack),1,2.99,"296 5th St, Atlanta, GA 30301"
151050,AA Batteries (4-pack),2,3.84,"341 Lake St, Austin, TX 73301"
151051,iPhone,1,700,"374 Park St, Austin, TX 73301"
151052,AAA Batteries (4-pack),1,2.99,"19 Ridge St, New York City, NY 10001"
151053,iPhone,1,700,"964 Maple St, Dallas, TX 75001"
151053,Wired Headphones,1,11.99,"964 Maple St, Dallas, TX 75001"
151054,AA Batteries (4-pack),3,3.84,"758 Lake St, New York City, NY 10001"
151055,Wired Headphones,1,11.99,"630 2nd St, Austin, TX 73301"
151056,USB-C Charging Cable,1,11.95,"993 Spruce St, San Francisco, CA 94016"
151057,AA Batteries (4-pack),1,3.84,"975 Spruce St, San Francisco, CA 94016"
151058,AA Batteries (4-pack),1,3.84,"584 12th St, Los Angeles, CA 90001"
151059,Macbook Pro Laptop,1,1700,"203 6th St, San Francisco, CA 94016"
151060,Lightning Charging Cable,1,14.95,"15 Adams St, San Francisco, CA 94016"
151061,27in 4K Gaming Monitor,1,389.99,"57 Adams St, Atlanta, GA 30301"
151062,USB-C Charging Cable,1,11.95,"155 Madison St, Los Angeles, CA 90001"
151063,Wired Headphones,1,11.99,"340 Adams St, Portland, OR 97035"
151064,27in 4K Gaming Monitor,1,389.99,"315 Ridge St, Portland, OR 97035"
151065,AAA Batteries (4-pack),2,2.99,"471 Highland St, San Francisco, CA 94016"
151066,AA Batteries (4-pack),2,3.84,"650 2nd St, New York City, NY 10001"
151067,Google Phone,1,600,"429 Lake St, San Francisco, CA 94016"
151068,Wired Headphones,1,11.99,"598 Hill St, Atlanta, GA 30301"
151069,Apple Airpods Headphones,1,150,"265 Lake St, Los Angeles, CA 90001"
151070,Lightning Charging Cable,1,14.95,"64 Madison St, New York City, NY 10001"
151071,27in FHD Monitor,1,149.99,"461 13th St, Los Angeles, CA 90001"
151072,27in FHD Monitor,1,149.99,"475 Maple St, Atlanta, GA 30301"
151073,Lightning Charging Cable,1,14.95,"119 Washington St, Boston, MA 02215"
151074,USB-C Charging Cable,1,11.95,"718 River St, Portland, OR 97035"
151075,AA Batteries (4-pack),1,3.84,"296 5th St, Boston, MA 02215"
151076,Bose SoundSport Headphones,1,99.99,"76 9th St, Los Angeles, CA 90001"
151077,27in 4K Gaming Monitor,1,389.99,"792 Washington St, Los Angeles, CA 90001"
151078,USB-C Charging Cable,1,11.95,"205 North St, San Francisco, CA 94016"
151079,Flatscreen TV,1,300,"910 11th St, Seattle, WA 98101"
151080,iPhone,1,700,"369 Adams St, San Francisco, CA 94016"
151081,AAA Batteries (4-pack),1,2.99,"532 Willow St, Los Angeles, CA 90001"
151082,ThinkPad Laptop,1,999.99,"617 Highland St, New York City, NY 10001"
151083,34in Ultrawide Monitor,1,379.99,"401 Spruce St, Boston, MA 02215"
151084,USB-C Charging Cable,1,11.95,"705 Main St, Portland, OR 97035"
151085,Apple Airpods Headphones,1,150,"201 Meadow St, Seattle, WA 98101"
151086,AA Batteries (4-pack),1,3.84,"807 8th St, Austin, TX 73301"
151087,USB-C Charging Cable,1,11.95,"514 9th St, Atlanta, GA 30301"
151088,AAA Batteries (4-pack),3,2.99,"846 Elm St, Los Angeles, CA 90001"
151089,USB-C Charging Cable,2,11.95,"575 Jefferson St, Atlanta, GA 30301"
151090,LG Dryer,1,600,"884 Lincoln St, Boston, MA 02215"
151091,Lightning Charging Cable,1,14.95,"482 8th St, Austin, TX 73301"
151092,AA Batteries (4-pack),1,3.84,"419 Ridge St, Seattle, WA 98101"
151093,Flatscreen TV,1,300,"744 River St, Portland, OR 97035"
151094,Lightning Charging Cable,1,14.95,"821 West St, Austin, TX 73301"
151095,Wired Headphones,2,11.99,"607 Washington St, Boston, MA 02215"
151096,Wired Headphones,1,11.99,"33 6th St, Los Angeles, CA 90001"
151097,Apple Airpods Headphones,1,150,"636 South St, Portland, OR 97035"
151098,AA Batteries (4-pack),1,3.84,"718 Washington St, Boston, MA 02215"
151099,AAA Batteries (4-pack),3,2.99,"819 10th St, New York City, NY 10001"
151100,AAA Batteries (4-pack),2,2.99,"124 Elm St, Boston, MA 02215"
151101,Macbook Pro Laptop,1,1700,"580 11th St, Seattle, WA 98101"
151102,USB-C Charging Cable,1,11.95,"690 4th St, Dallas, TX 75001"
151103,Bose SoundSport Headphones,1,99.99,"216 Johnson St, San Francisco, CA 94016"
151104,Wired Headphones,1,11.99,"203 Main St, Atlanta, GA 30301"
151105,Apple Airpods Headphones,1,150,"218 9th St, San Francisco, CA 94016"
151106,AA Batteries (4-pack),1,3.84,"204 Elm St, Atlanta, GA 30301"
151107,Lightning Charging Cable,1,14.95,"382 5th St, San Francisco, CA 94016"
151108,27in 4K Gaming Monitor,1,389.99,"513 11th St, Los Angeles, CA 90001"
151109,iPhone,1,700,"933 Dogwood St, Atlanta, GA 30301"
151110,AAA Batteries (4-pack),1,2.99,"402 South St, San Francisco, CA 94016"
151110,Lightning Charging Cable,1,14.95,"402 South St, San Francisco, CA 94016"
151111,AA Batteries (4-pack),1,3.84,"681 12th St, San Francisco, CA 94016"
151112,Wired Headphones,1,11.99,"133 4th St, Boston, MA 02215"
151113,AAA Batteries (4-pack),2,2.99,"557 Jackson St, Los Angeles, CA 90001"
151114,USB-C Charging Cable,1,11.95,"530 Meadow St, Dallas, TX 75001"
151115,Apple Airpods Headphones,1,150,"91 North St, Boston, MA 02215"
151116,Bose SoundSport Headphones,1,99.99,"56 Lincoln St, San Francisco, CA 94016"
151117,AA Batteries (4-pack),4,3.84,"218 West St, Seattle, WA 98101"
151118,Apple Airpods Headphones,1,150,"710 Elm St, San Francisco, CA 94016"
151119,USB-C Charging Cable,1,11.95,"842 Park St, Boston, MA 02215"
151120,USB-C Charging Cable,1,11.95,"52 South St, San Francisco, CA 94016"
151121,LG Dryer,1,600,"550 North St, New York City, NY 10001"
151122,AAA Batteries (4-pack),1,2.99,"357 Wilson St, Atlanta, GA 30301"
151123,27in FHD Monitor,1,149.99,"103 Forest St, Los Angeles, CA 90001"
151124,Lightning Charging Cable,1,14.95,"102 1st St, San Francisco, CA 94016"
151125,AA Batteries (4-pack),1,3.84,"12 11th St, Atlanta, GA 30301"
151126,Wired Headphones,1,11.99,"760 River St, Atlanta, GA 30301"
151127,AAA Batteries (4-pack),1,2.99,"594 Jackson St, Seattle, WA 98101"
151128,Apple Airpods Headphones,1,150,"985 8th St, Portland, OR 97035"
151129,ThinkPad Laptop,1,999.99,"476 Lakeview St, Portland, OR 97035"
151130,Wired Headphones,1,11.99,"950 Chestnut St, Boston, MA 02215"
151131,Bose SoundSport Headphones,1,99.99,"496 Lakeview St, Atlanta, GA 30301"
151132,27in 4K Gaming Monitor,1,389.99,"111 North St, New York City, NY 10001"
151133,Lightning Charging Cable,1,14.95,"214 Ridge St, Atlanta, GA 30301"
151134,Wired Headphones,1,11.99,"413 Washington St, Dallas, TX 75001"
151135,USB-C Charging Cable,1,11.95,"866 Maple St, Los Angeles, CA 90001"
151136,AAA Batteries (4-pack),1,2.99,"198 Church St, Boston, MA 02215"
151137,27in 4K Gaming Monitor,1,389.99,"135 Wilson St, Boston, MA 02215"
151138,27in FHD Monitor,2,149.99,"579 Maple St, Dallas, TX 75001"
151139,Apple Airpods Headphones,1,150,"552 Washington St, Atlanta, GA 30301"
151140,USB-C Charging Cable,1,11.95,"679 Jefferson St, Los Angeles, CA 90001"
151141,USB-C Charging Cable,1,11.95,"745 Hill St, Seattle, WA 98101"
151142,iPhone,1,700,"116 Wilson St, Los Angeles, CA 90001"
151143,27in FHD Monitor,1,149.99,"120 Walnut St, San Francisco, CA 94016"
151144,USB-C Charging Cable,3,11.95,"565 South St, New York City, NY 10001"
151145,Google Phone,1,600,"296 Adams St, New York City, NY 10001"
151145,Wired Headphones,1,11.99,"296 Adams St, New York City, NY 10001"
151146,Wired Headphones,1,11.99,"45 River St, New York City, NY 10001"
151147,Vareebadd Phone,1,400,"141 Maple St, Los Angeles, CA 90001"
151148,Wired Headphones,1,11.99,"882 5th St, Dallas, TX 75001"
151149,Bose SoundSport Headphones,1,99.99,"261 Washington St, Boston, MA 02215"
151150,34in Ultrawide Monitor,1,379.99,"566 4th St, San Francisco, CA 94016"
151151,AAA Batteries (4-pack),1,2.99,"490 Cedar St, Seattle, WA 98101"
151152,20in Monitor,1,109.99,"278 Johnson St, Boston, MA 02215"
151153,AAA Batteries (4-pack),1,2.99,"803 Walnut St, Atlanta, GA 30301"
151154,Apple Airpods Headphones,1,150,"64 Dogwood St, Dallas, TX 75001"
151155,Bose SoundSport Headphones,1,99.99,"778 Washington St, New York City, NY 10001"
151156,Lightning Charging Cable,1,14.95,"600 Jackson St, San Francisco, CA 94016"
151157,Flatscreen TV,1,300,"769 13th St, Los Angeles, CA 90001"
151158,Wired Headphones,1,11.99,"454 Center St, Portland, OR 97035"
151159,USB-C Charging Cable,1,11.95,"599 South St, New York City, NY 10001"
151160,AA Batteries (4-pack),1,3.84,"187 Park St, Austin, TX 73301"
151161,Lightning Charging Cable,1,14.95,"950 14th St, San Francisco, CA 94016"
151162,Macbook Pro Laptop,1,1700,"365 14th St, New York City, NY 10001"
151163,AAA Batteries (4-pack),1,2.99,"424 Chestnut St, Portland, OR 97035"
151164,34in Ultrawide Monitor,1,379.99,"310 Cedar St, Boston, MA 02215"
151165,iPhone,1,700,"103 Park St, Atlanta, GA 30301"
151166,Wired Headphones,1,11.99,"775 Center St, Dallas, TX 75001"
151167,Lightning Charging Cable,2,14.95,"647 2nd St, Los Angeles, CA 90001"
151168,AAA Batteries (4-pack),1,2.99,"111 8th St, Seattle, WA 98101"
151169,AAA Batteries (4-pack),1,2.99,"106 Cedar St, San Francisco, CA 94016"
151170,34in Ultrawide Monitor,1,379.99,"625 Park St, Boston, MA 02215"
